id,motu,analysis,voucher,sequence,la_motu,blasting_family,blasting_subfamily,blasting_genus,percentage,bin,notes_on_host,notes,updated,error message
114,MOTU0085,All_inga_trimmed_21bp,BCI_h644,BCI_h644_coi,,Pieridae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0085""}"
115,MOTU0329,All_inga_trimmed_21bp,BCI_h645,BCI_h645_coi,,Geometridae,Ennominae,Glena Janzen07,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0329""}"
116,MOTU0085,All_inga_trimmed_21bp,BCI_h646,BCI_h646_coi,,Pieridae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0085""}"
117,MOTU0032,All_inga_trimmed_21bp,BCI_h647,BCI_h647_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
118,MOTU0012,All_inga_trimmed_21bp,BCI_h649,BCI_h649_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
119,MOTU0012,All_inga_trimmed_21bp,BCI_h652,BCI_h652_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
120,MOTU0085,All_inga_trimmed_21bp,BCI_h653,BCI_h653_coi,,Pieridae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0085""}"
121,MOTU0329,All_inga_trimmed_21bp,BCI_h655,BCI_h655_coi,,Geometridae,Ennominae,Glena Janzen08,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0329""}"
122,MOTU0012,All_inga_trimmed_21bp,BCI_h656,BCI_h656_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
123,MOTU0023,All_inga_trimmed_21bp,BCI_h657,BCI_h657_coi,,Erebidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0023""}"
124,MOTU0064,All_inga_trimmed_21bp,BCI_h658,BCI_h658_coi,,Riodinidae,Riodininae,Synargis micone,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB3448,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0064""}"
125,MOTU0290,All_inga_trimmed_21bp,BCI_h660,BCI_h660_coi,,Riodinidae,Riodininae,Nymphidium haematostichum,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0290""}"
126,MOTU0051,All_inga_trimmed_21bp,BCI_h662,BCI_h662_coi,,Erebidae,Erebinae,Tyrissa perstrigata,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0051""}"
127,MOTU0152,All_inga_trimmed_21bp,BCI_h663,BCI_h663_coi,,Geometridae,,Eois,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0152""}"
128,MOTU0010,All_inga_trimmed_21bp,BCI_h664,BCI_h664_coi,,Notodontidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0010""}"
129,MOTU0290,All_inga_trimmed_21bp,BCI_h665,BCI_h665_coi,,Riodinidae,Riodininae,Nymphidium haematostichum,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0290""}"
130,MOTU0177,All_inga_trimmed_21bp,BCI_h667,BCI_h667_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0177""}"
131,MOTU0032,All_inga_trimmed_21bp,BCI_h668,BCI_h668_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
132,MOTU0032,All_inga_trimmed_21bp,BCI_h669,BCI_h669_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
133,MOTU0012,All_inga_trimmed_21bp,BCI_h670,BCI_h670_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
134,MOTU0032,All_inga_trimmed_21bp,BCI_h674,BCI_h674_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
135,MOTU0090,All_inga_trimmed_21bp,BCI_h675,BCI_h675_coi,,Elachistidae,Stenomatinae,Antaeotricha,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0090""}"
136,MOTU0330,All_inga_trimmed_21bp,BCI_h676,BCI_h676_coi,,Erebidae,Ennominae,Coenipeta nubila,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0330""}"
137,MOTU0032,All_inga_trimmed_21bp,BCI_h678,BCI_h678_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
138,MOTU0032,All_inga_trimmed_21bp,BCI_h679,BCI_h679_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
139,MOTU0032,All_inga_trimmed_21bp,BCI_h680,BCI_h680_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
140,MOTU0290,All_inga_trimmed_21bp,BCI_h681,BCI_h681_coi,,Riodinidae,Riodininae,Nymphidium haematostichum,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0290""}"
141,MOTU0012,All_inga_trimmed_21bp,BCI_h682,BCI_h682_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
142,MOTU0177,All_inga_trimmed_21bp,BCI_h683,BCI_h683_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0177""}"
143,MOTU0012,All_inga_trimmed_21bp,BCI_h684,BCI_h684_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
144,MOTU0032,All_inga_trimmed_21bp,BCI_h685,BCI_h685_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
145,MOTU0048,All_inga_trimmed_21bp,BCI_h687,BCI_h687_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0048""}"
146,MOTU0012,All_inga_trimmed_21bp,BCI_h688,BCI_h688_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
147,MOTU0012,All_inga_trimmed_21bp,BCI_h689,BCI_h689_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
148,MOTU0012,All_inga_trimmed_21bp,BCI_h690,BCI_h690_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
149,MOTU0032,All_inga_trimmed_21bp,BCI_h691,BCI_h691_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
150,MOTU0032,All_inga_trimmed_21bp,BCI_h692,BCI_h692_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
151,MOTU0032,All_inga_trimmed_21bp,BCI_h693,BCI_h693_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
152,MOTU0032,All_inga_trimmed_21bp,BCI_h694,BCI_h694_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
153,MOTU0032,All_inga_trimmed_21bp,BCI_h695,BCI_h695_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
154,MOTU0032,All_inga_trimmed_21bp,BCI_h696,BCI_h696_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
155,MOTU0032,All_inga_trimmed_21bp,BCI_h697,BCI_h697_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
156,MOTU0012,All_inga_trimmed_21bp,BCI_h698,BCI_h698_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
157,MOTU0281,All_inga_trimmed_21bp,BCI_h699,BCI_h699_coi,,Choreutidae?,,,88,http://www.ncbi.nlm.nih.gov/nucleotide/374867008?report=genbank&log$=nucltop&blast_rank=1&RID=RYKRPYDG015,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0281""}"
158,MOTU0177,All_inga_trimmed_21bp,BCI_h700,BCI_h700_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0177""}"
159,MOTU0177,All_inga_trimmed_21bp,BCI_h701,BCI_h701_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0177""}"
160,MOTU0083,All_inga_trimmed_21bp,BCI_h702,BCI_h702_coi,,Elachistidae,Stenomatinae,Antaeotricha,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0083""}"
161,MOTU0330,All_inga_trimmed_21bp,BCI_h703,BCI_h703_coi,,Erebidae,Ennominae,Coenipeta nubila,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0330""}"
162,MOTU0012,All_inga_trimmed_21bp,BCI_h704,BCI_h704_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
163,MOTU0290,All_inga_trimmed_21bp,BCI_h705,BCI_h705_coi,,Riodinidae,Riodininae,Nymphidium haematostichum,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0290""}"
164,MOTU0295,All_inga_trimmed_21bp,BCI_h706,BCI_h706_coi,,Riodinidae,Riodininae,Nymphidium mantus,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0295""}"
165,MOTU0012,All_inga_trimmed_21bp,BCI_h710,BCI_h710_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
166,MOTU0364,All_inga_trimmed_21bp,BCI_h712,BCI_h712_coi,,Geometridae,Sterrhinae,Idaea subfervensDHJ01,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB6314,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0364""}"
167,MOTU0051,All_inga_trimmed_21bp,BCI_h713,BCI_h713_coi,,Erebidae,Erebinae,Tyrissa perstrigata,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0051""}"
168,MOTU0346,All_inga_trimmed_21bp,BCI_h716,BCI_h716_coi,,Gelechiidae,Anacampsinae,Anacampsis,99,http://www.ncbi.nlm.nih.gov/nucleotide/374867684?report=genbank&log$=nucltop&blast_rank=3&RID=S15GG1G5013,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0346""}"
169,MOTU0330,All_inga_trimmed_21bp,BCI_h721,BCI_h721_coi,,Erebidae,Ennominae,Coenipeta nubila,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0330""}"
170,MOTU0012,All_inga_trimmed_21bp,BCI_h724,BCI_h724_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
171,MOTU0148,All_inga_trimmed_21bp,BCI_h725,BCI_h725_coi,,Gracillaridae,,,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACR1619,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0148""}"
172,MOTU0266,All_inga_trimmed_21bp,BCI_h726,BCI_h726_coi,,Hesperiidae,Eudaminae,Telemiades antiope,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA5038,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0266""}"
173,MOTU0172,All_inga_trimmed_21bp,BCI_h727,BCI_h727_coi,,Geometridae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0172""}"
174,MOTU0364,All_inga_trimmed_21bp,BCI_h728,BCI_h728_coi,,Geometridae,Sterrhinae,Idaea subfervensDHJ02,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0364""}"
175,MOTU0172,All_inga_trimmed_21bp,BCI_h730,BCI_h730_coi,,Geometridae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0172""}"
176,MOTU0172,All_inga_trimmed_21bp,BCI_h732,BCI_h732_coi,,Geometridae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0172""}"
177,MOTU0340,All_inga_trimmed_21bp,BCI_h735,BCI_h735_coi,,Elachistidae,,,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA0286,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0340""}"
178,MOTU0128,All_inga_trimmed_21bp,BCI_h736,BCI_h736_coi,,Limacodidae,Limacodinae,Vipsophobetron marisaDHJ01,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAW7153,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0128""}"
179,MOTU0290,All_inga_trimmed_21bp,BCI_h738,BCI_h738_coi,,Riodinidae,Riodininae,Nymphidium haematostichum,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0290""}"
180,MOTU0032,All_inga_trimmed_21bp,BCI_h739,BCI_h739_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
181,MOTU0032,All_inga_trimmed_21bp,BCI_h740,BCI_h740_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
182,MOTU0032,All_inga_trimmed_21bp,BCI_h741,BCI_h741_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
183,MOTU0209,All_inga_trimmed_21bp,BCI_h742,BCI_h742_coi,,Gracillaridae,,Eucosmophora,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAV1251,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0209""}"
184,MOTU0032,All_inga_trimmed_21bp,BCI_h743,BCI_h743_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
185,MOTU0221,All_inga_trimmed_21bp,BCI_h744,BCI_h744_coi,,Tortricidae,Olethreutinae,Olethreutes cycladica,97,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAS3302,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0221""}"
186,MOTU0330,All_inga_trimmed_21bp,BCI_h746,BCI_h746_coi,,Erebidae,Ennominae,Coenipeta nubila,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0330""}"
187,MOTU0012,All_inga_trimmed_21bp,BCI_h749,BCI_h749_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
188,MOTU0085,All_inga_trimmed_21bp,BCI_h751,BCI_h751_coi,,Pieridae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0085""}"
189,MOTU0177,All_inga_trimmed_21bp,BCI_h752,BCI_h752_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0177""}"
190,MOTU0253,All_inga_trimmed_21bp,BCI_h753,BCI_h753_coi,,Geometridae,Sterrhinae,,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC8691,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0253""}"
191,MOTU0177,All_inga_trimmed_21bp,BCI_h754,BCI_h754_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0177""}"
192,MOTU0012,All_inga_trimmed_21bp,BCI_h755,BCI_h755_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
193,MOTU0266,All_inga_trimmed_21bp,BCI_h756,BCI_h756_coi,,Hesperiidae,Eudaminae,Telemiades antiope,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0266""}"
194,MOTU0048,All_inga_trimmed_21bp,BCI_h757,BCI_h757_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0048""}"
195,MOTU0098,All_inga_trimmed_21bp,BCI_h758,BCI_h758_coi,,Tortricidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0098""}"
196,MOTU0199,All_inga_trimmed_21bp,BCI_h759,BCI_h759_coi,,Elachistidae,,,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0159,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0199""}"
197,MOTU0090,All_inga_trimmed_21bp,BCI_h760,BCI_h760_coi,,Elachistidae,Stenomatinae,Antaeotricha,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0090""}"
198,MOTU0032,All_inga_trimmed_21bp,BCI_h762,BCI_h762_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
199,MOTU0266,All_inga_trimmed_21bp,BCI_h763,BCI_h763_coi,,Hesperiidae,Eudaminae,Telemiades antiope,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0266""}"
200,MOTU0140,All_inga_trimmed_21bp,BCI_h765,BCI_h765_coi,,Geometridae,Ennominae,Isochromodes Janzen63,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0730,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0140""}"
201,MOTU0163,All_inga_trimmed_21bp,BCI_h766,BCI_h766_coi,,Tortricidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0163""}"
202,MOTU0228,All_inga_trimmed_21bp,BCI_h767,BCI_h767_coi,,Erebidae,Calpinae,Pseudbarydia japeta,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0228""}"
203,MOTU0010,All_inga_trimmed_21bp,BCI_h768,BCI_h768_coi,,Notodontidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0010""}"
204,MOTU0032,All_inga_trimmed_21bp,BCI_h769,BCI_h769_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
205,MOTU0282,All_inga_trimmed_21bp,BCI_h770,BCI_h770_coi,,Erebidae,Hypeninae,Alesua Janzen179,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE6611,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0282""}"
206,MOTU0295,All_inga_trimmed_21bp,BCI_h771,BCI_h771_coi,,Riodinidae,Riodininae,Nymphidium mantus,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0295""}"
207,MOTU0032,All_inga_trimmed_21bp,BCI_h772,BCI_h772_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
208,MOTU0012,All_inga_trimmed_21bp,BCI_h773,BCI_h773_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
209,MOTU0012,All_inga_trimmed_21bp,BCI_h774,BCI_h774_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
210,MOTU0217,All_inga_trimmed_21bp,BCI_h776,BCI_h776_coi,,Elachistidae,Stenomatinae,Antaeotricha,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0014,"I. chocoensis, Costa Rica",,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0217""}"
211,MOTU0130,All_inga_trimmed_21bp,BCI_h777,BCI_h777_coi,,Erebidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0130""}"
212,MOTU0032,All_inga_trimmed_21bp,BCI_h778,BCI_h778_coi,,Crambidae,,,0,,,,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
213,MOTU0195,All_inga_trimmed_21bp,BCI_h779,BCI_h779_coi,,Elachistidae,,,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE9498,"I. oerstediana, Costa Rica",,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0195""}"
214,MOTU0360,All_inga_trimmed_21bp,BCI_h780,BCI_h780_coi,,Lepidoptera_incertae_sedis,,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAQ1420,,stem borer,2015-07-15 16:17:02+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0360""}"
